"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "Species1pVal" "Species2pval" "MaxpVal"
"OG0013942" "Lodge" "Pinsyl_asmbl_3820.p1.p1" "Nor" "PICAB_chr01_M00000230592" " 7.21e-06" " 3.01e-03" " 3.01e-03"
"OG0010775" "Lodge" "Pinsyl_asmbl_11962.p1.p1" "Nor" "PICAB_sUP00_M00000626320" " 3.07e-03" " 5.20e-04" " 3.07e-03"
"OG0020298" "Lodge" "Pinsyl_asmbl_1834.p1.p1" "Nor" "PICAB_chr08_M00002246748" " 9.73e-04" " 3.08e-03" " 3.08e-03"
"OG0007818" "Lodge" "Pinsyl_asmbl_125354.p1.p1" "Nor" "PICAB_chr07_M00001802679" " 2.49e-03" " 3.08e-03" " 3.08e-03"
"OG0004092" "Lodge" "Pinsyl_asmbl_68043.p1.p1" "Nor" "PICAB_chr07_M00001853857" " 2.12e-04" " 3.46e-03" " 3.46e-03"
"OG0003675" "Lodge" "Pinsyl_asmbl_1339.p1.p1" "Nor" "PICAB_chr07_M00001973205" " 9.95e-04" " 3.64e-03" " 3.64e-03"
"OG0012885" "Lodge" "Pinsyl_asmbl_11617.p1.p1" "Nor" "PICAB_chr06_M00001705964" " 2.85e-03" " 3.80e-03" " 3.80e-03"
"OG0025491" "Lodge" "Pinsyl_asmbl_66197.p1.p1" "Nor" "PICAB_chr09_M00002549186" " 4.04e-03" " 1.19e-03" " 4.04e-03"
"OG0010668" "Lodge" "Pinsyl_asmbl_72643.p1.p1" "Nor" "PICAB_chr07_M00002018121" " 1.02e-03" " 4.25e-03" " 4.25e-03"
"OG0014005" "Lodge" "Pinsyl_asmbl_87417.p1.p1" "Nor" "PICAB_chr03_M00000901444" " 4.39e-03" " 1.62e-03" " 4.39e-03"
"OG0001025" "Lodge" "Pinsyl_asmbl_122492.p1.p1" "Nor" "PICAB_chr01_M00000141090" " 4.63e-03" " 4.52e-04" " 4.63e-03"
"OG0020615" "Lodge" "Pinsyl_asmbl_131405.p1.p1" "Nor" "PICAB_chr11_M00003101451" " 4.63e-03" " 1.82e-03" " 4.63e-03"
"OG0008195" "Lodge" "Pinsyl_asmbl_35773.p1.p1" "Nor" "PICAB_chr06_M00001581350" " 3.98e-04" " 4.70e-03" " 4.70e-03"
"OG0017452" "Lodge" "Pinsyl_asmbl_59912.p1.p1" "Nor" "PICAB_chr10_M00002641397" " 2.34e-03" " 4.89e-03" " 4.89e-03"
"OG0004264" "Lodge" "Pinsyl_asmbl_134320.p1.p1" "Nor" "PICAB_chr08_M00002184714" " 2.30e-03" " 5.17e-03" " 5.17e-03"
"OG0007985" "Lodge" "Pinsyl_asmbl_60673.p1.p1" "Nor" "PICAB_chr03_M00000824041" " 4.90e-05" " 5.17e-03" " 5.17e-03"
"OG0007201" "Lodge" "Pinsyl_asmbl_43690.p1.p1" "Nor" "PICAB_chr06_M00001573702" " 7.23e-03" " 3.87e-07" " 7.23e-03"
"OG0005110" "Lodge" "Pinsyl_asmbl_58279.p1.p1" "Nor" "PICAB_chr04_M00000981789" " 6.79e-03" " 7.25e-03" " 7.25e-03"
"OG0007003" "Lodge" "Pinsyl_asmbl_89371.p1.p1" "Nor" "PICAB_chr12_M00003207764" " 7.27e-03" " 2.79e-04" " 7.27e-03"
"OG0008352" "Lodge" "Pinsyl_asmbl_6980.p1.p1" "Nor" "PICAB_chr03_M00000899191" " 7.55e-03" " 3.97e-03" " 7.55e-03"
"OG0015292" "Lodge" "Pinsyl_asmbl_51034.p1.p1" "Nor" "PICAB_chr01_M00000189013" " 7.88e-03" " 6.00e-05" " 7.88e-03"
"OG0004805" "Lodge" "Pinsyl_asmbl_59953.p1.p1" "Nor" "PICAB_chr10_M00002638774" " 3.31e-03" " 7.99e-03" " 7.99e-03"
"OG0015070" "Lodge" "Pinsyl_asmbl_133139.p1.p1" "Nor" "PICAB_chr05_M00001321517" " 6.69e-04" " 8.25e-03" " 8.25e-03"
"OG0020468" "Lodge" "Pinsyl_asmbl_128023.p1.p1" "Nor" "PICAB_chr10_M00002682849" " 3.50e-03" " 8.27e-03" " 8.27e-03"
"OG0019909" "Lodge" "Pinsyl_asmbl_52652.p1.p1" "Nor" "PICAB_chr05_M00001274951" " 8.55e-03" " 7.73e-03" " 8.55e-03"
"OG0010417" "Lodge" "Pinsyl_asmbl_33271.p1.p1" "Nor" "PICAB_chr12_M00003387759" " 8.81e-03" " 1.49e-04" " 8.81e-03"
"OG0006037" "Lodge" "Pinsyl_asmbl_125027.p1.p1" "Nor" "PICAB_chr07_M00001823593" " 9.99e-03" " 7.22e-03" " 9.99e-03"
"OG0005660" "Lodge" "Pinsyl_asmbl_13937.p1.p1" "Nor" "PICAB_chr06_M00001670299" " 1.00e-02" " 9.27e-03" " 1.00e-02"
"OG0020265" "Lodge" "Pinsyl_asmbl_90806.p1.p1" "Nor" "PICAB_chr08_M00002124987" " 1.04e-02" " 1.05e-02" " 1.05e-02"
"OG0002918" "Lodge" "Pinsyl_asmbl_44551.p1.p1" "Nor" "PICAB_chr02_M00000378672" " 1.07e-02" " 4.76e-03" " 1.07e-02"
"OG0019602" "Lodge" "Pinsyl_asmbl_140129.p1.p1" "Nor" "PICAB_chr02_M00000436606" " 3.40e-03" " 1.11e-02" " 1.11e-02"
"OG0017359" "Lodge" "Pinsyl_asmbl_15005.p1.p1" "Nor" "PICAB_chr07_M00002034984" " 3.28e-03" " 1.16e-02" " 1.16e-02"
"OG0017186" "Lodge" "Pinsyl_asmbl_75779.p1.p1" "Nor" "PICAB_chr04_M00001022280" " 6.33e-04" " 1.17e-02" " 1.17e-02"
"OG0007415" "Lodge" "Pinsyl_asmbl_12045.p1.p1" "Nor" "PICAB_chr10_M00002758450" " 1.19e-02" " 5.16e-03" " 1.19e-02"
"OG0009886" "Lodge" "Pinsyl_asmbl_76884.p1.p1" "Nor" "PICAB_chr07_M00001983175" " 1.25e-02" " 1.93e-03" " 1.25e-02"
"OG0025608" "Lodge" "Pinsyl_asmbl_4472.p1.p1" "Nor" "PICAB_chr11_M00003059297" " 2.52e-04" " 1.26e-02" " 1.26e-02"
"OG0019268" "Lodge" "Pinsyl_asmbl_91706.p1.p1" "Nor" "PICAB_chr04_M00001089495" " 9.82e-03" " 1.31e-02" " 1.31e-02"
"OG0013392" "Lodge" "Pinsyl_asmbl_120383.p1.p1" "Nor" "PICAB_chr11_M00003046561" " 5.06e-03" " 1.32e-02" " 1.32e-02"
"OG0020288" "Lodge" "Pinsyl_asmbl_116391.p1.p1" "Nor" "PICAB_chr08_M00002197557" " 1.33e-02" " 7.56e-03" " 1.33e-02"
"OG0008964" "Lodge" "Pinsyl_asmbl_73385.p1.p1" "Nor" "PICAB_chr09_M00002362106" " 4.84e-03" " 1.39e-02" " 1.39e-02"
"OG0005367" "Lodge" "Pinsyl_asmbl_70115.p1.p1" "Nor" "PICAB_chr01_M00000315008" " 1.39e-02" " 1.84e-03" " 1.39e-02"
"OG0020595" "Lodge" "Pinsyl_asmbl_4594.p1.p1" "Nor" "PICAB_chr11_M00003054820" " 1.49e-02" " 3.78e-03" " 1.49e-02"
"OG0017248" "Lodge" "Pinsyl_asmbl_7401.p1.p1" "Nor" "PICAB_chr05_M00001370826" " 1.59e-03" " 1.50e-02" " 1.50e-02"
"OG0019806" "Lodge" "Pinsyl_asmbl_58351.p1.p1" "Nor" "PICAB_chr04_M00000980960" " 1.19e-02" " 1.52e-02" " 1.52e-02"
"OG0016939" "Lodge" "Pinsyl_asmbl_116272.p1.p1" "Nor" "PICAB_cUL05_M00003469579" " 1.82e-02" " 1.28e-02" " 1.82e-02"
"OG0008380" "Lodge" "Pinsyl_asmbl_113261.p1.p1" "Nor" "PICAB_chr02_M00000555235" " 1.84e-02" " 6.60e-03" " 1.84e-02"
"OG0019743" "Lodge" "Pinsyl_asmbl_558.p1.p1" "Nor" "PICAB_chr03_M00000819310" " 1.88e-02" " 1.63e-02" " 1.88e-02"
"OG0007425" "Lodge" "Pinsyl_asmbl_45648.p1.p1" "Nor" "PICAB_chr06_M00001595914" " 1.91e-02" " 8.66e-03" " 1.91e-02"
"OG0020622" "Lodge" "Pinsyl_asmbl_21825.p1.p1" "Nor" "PICAB_chr11_M00003115140" " 2.07e-02" " 4.64e-05" " 2.07e-02"
"OG0006118" "Lodge" "Pinsyl_asmbl_116776.p1.p1" "Nor" "PICAB_chr01_M00000121722" " 2.09e-02" " 2.60e-03" " 2.09e-02"
"OG0020618" "Lodge" "Pinsyl_asmbl_81436.p1.p1" "Nor" "PICAB_chr11_M00003106065" " 4.90e-03" " 2.09e-02" " 2.09e-02"
"OG0012772" "Lodge" "Pinsyl_asmbl_98942.p1.p1" "Nor" "PICAB_chr05_M00001492661" " 2.22e-02" " 8.36e-03" " 2.22e-02"
"OG0019606" "Lodge" "Pinsyl_asmbl_2063.p1.p1" "Nor" "PICAB_chr02_M00000463465" " 1.19e-04" " 2.41e-02" " 2.41e-02"
"OG0011648" "Lodge" "Pinsyl_asmbl_76741.p1.p1" "Nor" "PICAB_cUL05_M00003518092" " 2.50e-02" " 4.53e-03" " 2.50e-02"
"OG0004996" "Lodge" "Pinsyl_asmbl_14363.p1.p1" "Nor" "PICAB_chr09_M00002406946" " 1.20e-03" " 2.54e-02" " 2.54e-02"
"OG0007896" "Lodge" "Pinsyl_asmbl_123816.p1.p1" "Nor" "PICAB_chr05_M00001495247" " 2.89e-02" " 7.75e-03" " 2.89e-02"
"OG0011798" "Lodge" "Pinsyl_asmbl_53772.p1.p1" "Nor" "PICAB_chr03_M00000831053" " 2.91e-02" " 1.76e-02" " 2.91e-02"
"OG0003718" "Lodge" "Pinsyl_asmbl_44966.p1.p1" "Nor" "PICAB_chr12_M00003380151" " 2.11e-02" " 2.94e-02" " 2.94e-02"
"OG0011693" "Lodge" "Pinsyl_asmbl_113200.p1.p1" "Nor" "PICAB_chr02_M00000553841" " 7.67e-03" " 2.97e-02" " 2.97e-02"
"OG0005006" "Lodge" "Pinsyl_asmbl_111165.p1.p1" "Nor" "PICAB_chr06_M00001735837" " 6.82e-03" " 3.20e-02" " 3.20e-02"
"OG0008937" "Lodge" "Pinsyl_asmbl_64586.p1.p1" "Nor" "PICAB_chr08_M00002283561" " 5.23e-03" " 3.27e-02" " 3.27e-02"
"OG0009211" "Lodge" "Pinsyl_asmbl_118175.p1.p1" "Nor" "PICAB_chr11_M00003039079" " 7.36e-03" " 3.39e-02" " 3.39e-02"
"OG0017097" "Lodge" "Pinsyl_asmbl_56246.p1.p1" "Nor" "PICAB_chr02_M00000558021" " 3.66e-02" " 2.15e-03" " 3.66e-02"
"OG0005221" "Lodge" "Pinsyl_asmbl_139336.p1.p1" "Nor" "PICAB_chr02_M00000451181" " 3.26e-02" " 4.03e-02" " 4.03e-02"
"OG0020188" "Lodge" "Pinsyl_asmbl_44923.p1.p1" "Nor" "PICAB_chr07_M00001964489" " 2.96e-02" " 4.03e-02" " 4.03e-02"
"OG0009971" "Lodge" "Pinsyl_asmbl_41592.p1.p1" "Nor" "PICAB_chr12_M00003158782" " 4.17e-02" " 2.00e-02" " 4.17e-02"
"OG0020690" "Lodge" "Pinsyl_asmbl_78608.p1.p1" "Nor" "PICAB_chr12_M00003332642" " 2.86e-03" " 4.43e-02" " 4.43e-02"
"OG0009462" "Lodge" "Pinsyl_asmbl_110744.p1.p1" "Nor" "PICAB_chr01_M00000168806" " 8.60e-03" " 4.46e-02" " 4.46e-02"
"OG0009526" "Lodge" "Pinsyl_asmbl_117412.p1.p1" "Nor" "PICAB_chr01_M00000090966" " 4.43e-02" " 4.91e-02" " 4.91e-02"
"OG0025548" "Lodge" "Pinsyl_asmbl_122968.p1.p1" "Scots" "Pinsyl_asmbl_122968.p1.p1" "7.95e-313" "5.77e-312" "5.77e-312"
"OG0019687" "Lodge" "Pinsyl_asmbl_69382.p1.p1" "Scots" "Pinsyl_asmbl_69382.p1.p1" "1.20e-302" "3.89e-304" "1.20e-302"
"OG0011756" "Lodge" "Pinsyl_asmbl_98014.p1.p1" "Scots" "Pinsyl_asmbl_98014.p1.p1" "9.52e-300" " 0.00e+00" "9.52e-300"
"OG0025377" "Lodge" "Pinsyl_asmbl_90538.p1.p1" "Scots" "Pinsyl_asmbl_90538.p1.p1" "3.42e-295" "1.99e-309" "3.42e-295"
"OG0009981" "Lodge" "Pinsyl_asmbl_121532.p1.p1" "Scots" "Pinsyl_asmbl_121532.p1.p1" "3.26e-294" "4.68e-293" "4.68e-293"
"OG0019900" "Lodge" "Pinsyl_asmbl_134726.p1.p1" "Scots" "Pinsyl_asmbl_134726.p1.p1" "2.89e-286" "3.79e-302" "2.89e-286"
"OG0013774" "Lodge" "Pinsyl_asmbl_108991.p1.p1" "Scots" "Pinsyl_asmbl_108991.p1.p1" "5.46e-285" "1.14e-290" "5.46e-285"
"OG0011897" "Lodge" "Pinsyl_asmbl_82324.p1.p1" "Scots" "Pinsyl_asmbl_82324.p1.p1" "6.18e-285" "6.07e-309" "6.18e-285"
"OG0009967" "Lodge" "Pinsyl_asmbl_87926.p1.p1" "Scots" "Pinsyl_asmbl_87926.p1.p1" "6.13e-297" "2.64e-284" "2.64e-284"
"OG0017178" "Lodge" "Pinsyl_asmbl_92822.p1.p1" "Scots" "Pinsyl_asmbl_92822.p1.p1" "1.90e-282" "2.86e-302" "1.90e-282"
"OG0015220" "Lodge" "Pinsyl_asmbl_16715.p1.p1" "Scots" "Pinsyl_asmbl_16715.p1.p1" "1.27e-287" "4.78e-277" "4.78e-277"
"OG0019672" "Lodge" "Pinsyl_asmbl_54525.p1.p1" "Scots" "Pinsyl_asmbl_54525.p1.p1" "6.10e-277" "4.12e-298" "6.10e-277"
"OG0011365" "Lodge" "Pinsyl_asmbl_8045.p1.p1" "Scots" "Pinsyl_asmbl_8045.p1.p1" "1.16e-275" "7.52e-277" "1.16e-275"
"OG0012747" "Lodge" "Pinsyl_asmbl_5314.p1.p1" "Scots" "Pinsyl_asmbl_5314.p1.p1" "8.48e-273" "1.31e-290" "8.48e-273"
"OG0009976" "Lodge" "Pinsyl_asmbl_40549.p1.p1" "Scots" "Pinsyl_asmbl_40549.p1.p1" "1.78e-291" "1.78e-272" "1.78e-272"
"OG0013870" "Lodge" "Pinsyl_asmbl_113810.p1.p1" "Scots" "Pinsyl_asmbl_113810.p1.p1" "7.45e-267" "2.04e-267" "7.45e-267"
"OG0020493" "Lodge" "Pinsyl_asmbl_105543.p1.p1" "Scots" "Pinsyl_asmbl_105543.p1.p1" "3.36e-266" "7.14e-272" "3.36e-266"
"OG0006657" "Lodge" "Pinsyl_asmbl_38816.p1.p1" "Scots" "Pinsyl_asmbl_38816.p1.p1" "6.75e-269" "1.04e-265" "1.04e-265"
"OG0007896" "Lodge" "Pinsyl_asmbl_123816.p1.p1" "Scots" "Pinsyl_asmbl_123816.p1.p1" "7.16e-265" "3.07e-277" "7.16e-265"
"OG0012721" "Lodge" "Pinsyl_asmbl_21723.p1.p1" "Scots" "Pinsyl_asmbl_21723.p1.p1" "8.24e-265" "2.74e-288" "8.24e-265"
"OG0006976" "Lodge" "Pinsyl_asmbl_101629.p1.p1" "Scots" "Pinsyl_asmbl_101629.p1.p1" "5.00e-274" "1.26e-263" "1.26e-263"
"OG0020050" "Lodge" "Pinsyl_asmbl_14133.p1.p1" "Scots" "Pinsyl_asmbl_14133.p1.p1" "1.63e-263" "3.57e-273" "1.63e-263"
"OG0020479" "Lodge" "Pinsyl_asmbl_42398.p1.p1" "Scots" "Pinsyl_asmbl_42398.p1.p1" "2.60e-262" "2.43e-267" "2.60e-262"
"OG0015430" "Lodge" "Pinsyl_asmbl_69802.p1.p1" "Scots" "Pinsyl_asmbl_69802.p1.p1" "8.09e-261" "1.50e-284" "8.09e-261"
"OG0017259" "Lodge" "Pinsyl_asmbl_71066.p1.p1" "Scots" "Pinsyl_asmbl_71066.p1.p1" "1.25e-259" "4.08e-275" "1.25e-259"
"OG0020064" "Lodge" "Pinsyl_asmbl_41957.p1.p1" "Scots" "Pinsyl_asmbl_41957.p1.p1" "5.55e-259" "4.86e-283" "5.55e-259"
"OG0020268" "Lodge" "Pinsyl_asmbl_90550.p1.p1" "Scots" "Pinsyl_asmbl_90550.p1.p1" "6.24e-258" "5.09e-275" "6.24e-258"
"OG0017462" "Lodge" "Pinsyl_asmbl_26301.p1.p1" "Scots" "Pinsyl_asmbl_26301.p1.p1" "4.14e-257" "3.16e-281" "4.14e-257"
"OG0003001" "Lodge" "Pinsyl_asmbl_86976.p1.p1" "Scots" "Pinsyl_asmbl_86976.p1.p1" "3.38e-254" "3.61e-267" "3.38e-254"
"OG0010844" "Lodge" "Pinsyl_asmbl_125762.p1.p1" "Scots" "Pinsyl_asmbl_125762.p1.p1" "2.93e-253" "9.70e-256" "2.93e-253"
"OG0009190" "Lodge" "Pinsyl_asmbl_116523.p1.p1" "Scots" "Pinsyl_asmbl_116523.p1.p1" "5.91e-251" "1.11e-263" "5.91e-251"
"OG0020472" "Lodge" "Pinsyl_asmbl_79579.p1.p1" "Scots" "Pinsyl_asmbl_79579.p1.p1" "3.73e-261" "2.52e-250" "2.52e-250"
"OG0017429" "Lodge" "Pinsyl_asmbl_68426.p1.p1" "Scots" "Pinsyl_asmbl_68426.p1.p1" "7.66e-250" "5.30e-267" "7.66e-250"
"OG0017017" "Lodge" "Pinsyl_asmbl_118865.p1.p1" "Scots" "Pinsyl_asmbl_118865.p1.p1" "5.32e-248" "6.64e-260" "5.32e-248"
"OG0020678" "Lodge" "Pinsyl_asmbl_73789.p1.p1" "Scots" "Pinsyl_asmbl_73789.p1.p1" "5.40e-246" "1.90e-256" "5.40e-246"
"OG0012675" "Lodge" "Pinsyl_asmbl_42383.p1.p1" "Scots" "Pinsyl_asmbl_42383.p1.p1" "2.13e-242" "5.53e-247" "2.13e-242"
"OG0019315" "Lodge" "Pinsyl_asmbl_38399.p1.p1" "Scots" "Pinsyl_asmbl_38399.p1.p1" "6.05e-242" "9.34e-262" "6.05e-242"
"OG0011846" "Lodge" "Pinsyl_asmbl_51027.p1.p1" "Scots" "Pinsyl_asmbl_51027.p1.p1" "1.06e-241" "1.62e-251" "1.06e-241"
"OG0007256" "Lodge" "Pinsyl_asmbl_128116.p1.p1" "Scots" "Pinsyl_asmbl_128116.p1.p1" "1.92e-237" "4.77e-240" "1.92e-237"
"OG0020351" "Lodge" "Pinsyl_asmbl_128405.p1.p1" "Scots" "Pinsyl_asmbl_128405.p1.p1" "4.09e-241" "2.06e-237" "2.06e-237"
"OG0016810" "Lodge" "Pinsyl_asmbl_69423.p1.p1" "Scots" "Pinsyl_asmbl_69423.p1.p1" "1.87e-235" "2.53e-254" "1.87e-235"
"OG0014046" "Lodge" "Pinsyl_asmbl_119505.p1.p1" "Scots" "Pinsyl_asmbl_119505.p1.p1" "5.53e-230" "4.20e-232" "5.53e-230"
"OG0002508" "Lodge" "Pinsyl_asmbl_21622.p1.p1" "Scots" "Pinsyl_asmbl_21622.p1.p1" "1.36e-228" "2.70e-231" "1.36e-228"
"OG0010790" "Lodge" "Pinsyl_asmbl_90238.p1.p1" "Scots" "Pinsyl_asmbl_90238.p1.p1" "1.58e-228" "4.93e-237" "1.58e-228"
"OG0020168" "Lodge" "Pinsyl_asmbl_127044.p1.p1" "Scots" "Pinsyl_asmbl_127044.p1.p1" "2.78e-228" "7.46e-241" "2.78e-228"
"OG0007797" "Lodge" "Pinsyl_asmbl_136410.p1.p1" "Scots" "Pinsyl_asmbl_136410.p1.p1" "2.32e-229" "1.43e-226" "1.43e-226"
"OG0009167" "Lodge" "Pinsyl_asmbl_82612.p1.p1" "Scots" "Pinsyl_asmbl_82612.p1.p1" "1.19e-224" "1.14e-229" "1.19e-224"
"OG0017361" "Lodge" "Pinsyl_asmbl_5922.p1.p1" "Scots" "Pinsyl_asmbl_5922.p1.p1" "2.90e-223" "7.19e-235" "2.90e-223"
"OG0000588" "Lodge" "Pinsyl_asmbl_134492.p1.p1" "Scots" "Pinsyl_asmbl_134492.p1.p1" "6.24e-222" "1.17e-243" "6.24e-222"
"OG0019380" "Lodge" "Pinsyl_asmbl_116439.p1.p1" "Scots" "Pinsyl_asmbl_116439.p1.p1" "1.16e-220" "8.37e-230" "1.16e-220"
"OG0015322" "Lodge" "Pinsyl_asmbl_131761.p1.p1" "Scots" "Pinsyl_asmbl_131761.p1.p1" "1.51e-220" "1.01e-231" "1.51e-220"
"OG0025025" "Lodge" "Pinsyl_asmbl_34266.p1.p1" "Scots" "Pinsyl_asmbl_34266.p1.p1" "5.46e-220" "2.13e-223" "5.46e-220"
"OG0019922" "Lodge" "Pinsyl_asmbl_123263.p1.p1" "Scots" "Pinsyl_asmbl_123263.p1.p1" "4.30e-219" "3.93e-219" "4.30e-219"
"OG0011768" "Lodge" "Pinsyl_asmbl_109030.p1.p1" "Scots" "Pinsyl_asmbl_109030.p1.p1" "4.49e-227" "7.86e-219" "7.86e-219"
"OG0017104" "Lodge" "Pinsyl_asmbl_21773.p1.p1" "Scots" "Pinsyl_asmbl_21773.p1.p1" "8.71e-219" "4.49e-237" "8.71e-219"
"OG0020415" "Lodge" "Pinsyl_asmbl_138559.p1.p1" "Scots" "Pinsyl_asmbl_138559.p1.p1" "1.64e-217" "7.24e-230" "1.64e-217"
"OG0019500" "Lodge" "Pinsyl_asmbl_118772.p1.p1" "Scots" "Pinsyl_asmbl_118772.p1.p1" "4.76e-217" "1.04e-231" "4.76e-217"
"OG0004187" "Lodge" "Pinsyl_asmbl_136443.p1.p1" "Scots" "Pinsyl_asmbl_136443.p1.p1" "1.32e-216" "2.19e-220" "1.32e-216"
"OG0019514" "Lodge" "Pinsyl_asmbl_78189.p1.p1" "Scots" "Pinsyl_asmbl_78189.p1.p1" "1.48e-215" "2.13e-214" "2.13e-214"
"OG0017550" "Lodge" "Pinsyl_asmbl_131323.p1.p1" "Scots" "Pinsyl_asmbl_131323.p1.p1" "1.40e-219" "2.45e-214" "2.45e-214"
"OG0019841" "Lodge" "Pinsyl_asmbl_103899.p1.p1" "Scots" "Pinsyl_asmbl_103899.p1.p1" "8.41e-214" "2.94e-222" "8.41e-214"
"OG0019582" "Lodge" "Pinsyl_asmbl_44514.p1.p1" "Scots" "Pinsyl_asmbl_44514.p1.p1" "1.53e-213" "1.05e-227" "1.53e-213"
"OG0003362" "Lodge" "Pinsyl_asmbl_31742.p1.p1" "Scots" "Pinsyl_asmbl_31742.p1.p1" "2.69e-213" "1.16e-221" "2.69e-213"
"OG0020310" "Lodge" "Pinsyl_asmbl_10040.p1.p1" "Scots" "Pinsyl_asmbl_10040.p1.p1" "1.33e-227" "5.25e-213" "5.25e-213"
"OG0017150" "Lodge" "Pinsyl_asmbl_126374.p1.p1" "Scots" "Pinsyl_asmbl_126374.p1.p1" "1.51e-211" "6.41e-230" "1.51e-211"
"OG0017064" "Lodge" "Pinsyl_asmbl_108261.p1.p1" "Scots" "Pinsyl_asmbl_108261.p1.p1" "3.03e-211" "1.61e-231" "3.03e-211"
"OG0007688" "Lodge" "Pinsyl_asmbl_30529.p1.p1" "Scots" "Pinsyl_asmbl_30529.p1.p1" "3.45e-211" "6.42e-221" "3.45e-211"
"OG0004218" "Lodge" "Pinsyl_asmbl_74531.p1.p1" "Scots" "Pinsyl_asmbl_74531.p1.p1" "5.19e-211" "1.95e-215" "5.19e-211"
"OG0014103" "Lodge" "Pinsyl_asmbl_117182.p1.p1" "Scots" "Pinsyl_asmbl_117182.p1.p1" "7.62e-211" "1.82e-225" "7.62e-211"
"OG0017564" "Lodge" "Pinsyl_asmbl_71018.p1.p1" "Scots" "Pinsyl_asmbl_71018.p1.p1" "3.97e-210" "1.17e-212" "3.97e-210"
"OG0017315" "Lodge" "Pinsyl_asmbl_36557.p1.p1" "Scots" "Pinsyl_asmbl_36557.p1.p1" "6.89e-229" "1.17e-209" "1.17e-209"
"OG0005759" "Lodge" "Pinsyl_asmbl_6793.p1.p1" "Scots" "Pinsyl_asmbl_6793.p1.p1" "2.12e-209" "4.20e-210" "2.12e-209"
"OG0020512" "Lodge" "Pinsyl_asmbl_117180.p1.p1" "Scots" "Pinsyl_asmbl_117180.p1.p1" "1.14e-208" "2.47e-227" "1.14e-208"
"OG0020517" "Lodge" "Pinsyl_asmbl_106048.p1.p1" "Scots" "Pinsyl_asmbl_106048.p1.p1" "9.54e-214" "3.65e-207" "3.65e-207"
"OG0014133" "Lodge" "Pinsyl_asmbl_12123.p1.p1" "Scots" "Pinsyl_asmbl_12123.p1.p1" "3.95e-207" "3.36e-207" "3.95e-207"
"OG0017210" "Lodge" "Pinsyl_asmbl_13832.p1.p1" "Scots" "Pinsyl_asmbl_13832.p1.p1" "1.10e-211" "7.13e-206" "7.13e-206"
"OG0019658" "Lodge" "Pinsyl_asmbl_82369.p1.p1" "Scots" "Pinsyl_asmbl_82369.p1.p1" "2.42e-205" "5.97e-217" "2.42e-205"
"OG0019365" "Lodge" "Pinsyl_asmbl_125528.p1.p1" "Scots" "Pinsyl_asmbl_125528.p1.p1" "7.51e-204" "5.03e-226" "7.51e-204"
"OG0006719" "Lodge" "Pinsyl_asmbl_129969.p1.p1" "Scots" "Pinsyl_asmbl_129969.p1.p1" "8.27e-204" "1.63e-209" "8.27e-204"
"OG0003000" "Lodge" "Pinsyl_asmbl_52506.p1.p1" "Scots" "Pinsyl_asmbl_52506.p1.p1" "1.40e-203" "5.68e-206" "1.40e-203"
"OG0020602" "Lodge" "Pinsyl_asmbl_12457.p1.p1" "Scots" "Pinsyl_asmbl_12457.p1.p1" "1.79e-203" "1.22e-226" "1.79e-203"
"OG0011792" "Lodge" "Pinsyl_asmbl_101045.p1.p1" "Scots" "Pinsyl_asmbl_101045.p1.p1" "3.66e-203" "1.56e-208" "3.66e-203"
"OG0019611" "Lodge" "Pinsyl_asmbl_94663.p1.p1" "Scots" "Pinsyl_asmbl_94663.p1.p1" "1.39e-202" "1.51e-223" "1.39e-202"
"OG0005694" "Lodge" "Pinsyl_asmbl_82830.p1.p1" "Scots" "Pinsyl_asmbl_82830.p1.p1" "1.92e-202" "2.56e-209" "1.92e-202"
"OG0012545" "Lodge" "Pinsyl_asmbl_137756.p1.p1" "Scots" "Pinsyl_asmbl_137756.p1.p1" "6.26e-203" "4.01e-202" "4.01e-202"
"OG0015549" "Lodge" "Pinsyl_asmbl_121157.p1.p1" "Scots" "Pinsyl_asmbl_121157.p1.p1" "8.83e-207" "5.04e-202" "5.04e-202"
"OG0010035" "Lodge" "Pinsyl_asmbl_52722.p1.p1" "Scots" "Pinsyl_asmbl_52722.p1.p1" "1.70e-200" "2.03e-207" "1.70e-200"
"OG0020693" "Lodge" "Pinsyl_asmbl_71888.p1.p1" "Scots" "Pinsyl_asmbl_71888.p1.p1" "2.93e-200" "6.27e-206" "2.93e-200"
"OG0001363" "Lodge" "Pinsyl_asmbl_23421.p1.p1" "Scots" "Pinsyl_asmbl_23421.p1.p1" "1.05e-199" "3.36e-206" "1.05e-199"
"OG0020364" "Lodge" "Pinsyl_asmbl_138514.p1.p1" "Scots" "Pinsyl_asmbl_138514.p1.p1" "4.27e-199" "1.68e-203" "4.27e-199"
"OG0011809" "Lodge" "Pinsyl_asmbl_19674.p1.p1" "Scots" "Pinsyl_asmbl_19674.p1.p1" "6.87e-212" "1.87e-198" "1.87e-198"
"OG0006973" "Lodge" "Pinsyl_asmbl_8182.p1.p1" "Scots" "Pinsyl_asmbl_8182.p1.p1" "3.90e-197" "4.05e-200" "3.90e-197"
"OG0017529" "Lodge" "Pinsyl_asmbl_33019.p1.p1" "Scots" "Pinsyl_asmbl_33019.p1.p1" "2.21e-196" "4.68e-203" "2.21e-196"
